,id,alias,name,image_url,url,review_count,rating,price,display_phone,Exact_Address,Postal_Code,City,Country,latitude,longitude,categories_list,menu_available,Lundi,Mardi,Mercredi,Jeudi,Vendredi,Samedi,Dimanche
632,C_Ocbevo-daxVKxO2u3U0w,aux-2-anges-paris,Aux 2 Anges,https://s3-media1.fl.yelpcdn.com/bphoto/5PtAknDJRF7Njt1M3AYbYA/o.jpg,https://www.yelp.com/biz/aux-2-anges-paris?adjust_creative=UK7s4vpkX9H0hgrhe5u5xA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=UK7s4vpkX9H0hgrhe5u5xA,9,4.6,,+33 1 48 05 63 28,"23 rue Daval, 75011 Paris, France",75011 Paris,Paris,FR,48.85458,2.37124,['Bakeries'],False,,07:00-20:30,07:00-20:30,07:00-20:30,07:00-20:30,07:00-20:30,07:00-20:30
633,Mz_CPqrH1J2f2Zlv1sPUYA,au-nom-du-pain-paris,Au Nom du Pain,https://s3-media2.fl.yelpcdn.com/bphoto/m5dDh8_O5QLxdKcr0LeIpg/o.jpg,https://www.yelp.com/biz/au-nom-du-pain-paris?adjust_creative=UK7s4vpkX9H0hgrhe5u5xA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=UK7s4vpkX9H0hgrhe5u5xA,5,4.6,€€,+33 1 42 34 50 20,"59 rue Réaumur, 75002 Paris, France",75002 Paris,Paris,FR,48.8664,2.35128,['Bakeries'],False,08:00-17:00,19:00-21:00,08:00-15:00,12:00-15:00,12:00-14:00,16:00-17:00,
634,Z0VtzEdVioV2ivcqf9ouiQ,saveurs-de-pains-vennoiserie-paris,Saveurs de Pains Vennoiserie,https://s3-media4.fl.yelpcdn.com/bphoto/-5XZZ2_W0crr0BEJTr3cZQ/o.jpg,https://www.yelp.com/biz/saveurs-de-pains-vennoiserie-paris?adjust_creative=UK7s4vpkX9H0hgrhe5u5xA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=UK7s4vpkX9H0hgrhe5u5xA,16,4.7,€,,"32 rue Vieille du Temple, 75004 Paris, France",75004 Paris,Paris,FR,48.8574993023971,2.35757486425745,"['Bakeries', 'Patisserie/Cake Shop']",False,,,,,,,
635,KnSaLf1s3aDnkHrLp0_5UA,boulangerie-saint-louis-paris,Boulangerie Saint Louis,https://s3-media1.fl.yelpcdn.com/bphoto/ok9eeLqsudJs2x2B_yEbSg/o.jpg,https://www.yelp.com/biz/boulangerie-saint-louis-paris?adjust_creative=UK7s4vpkX9H0hgrhe5u5xA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=UK7s4vpkX9H0hgrhe5u5xA,19,4.3,€,,"80 rue Saint-Louis en l'Ile, Paris, 75004 Paris, France",75004 Paris,Paris,FR,48.85262,2.35449,['Bakeries'],False,,,,,,,
636,Cf6IYyG9WeWrCDmpmuP9pQ,eric-kayser-paris-32,Eric Kayser,https://s3-media4.fl.yelpcdn.com/bphoto/xPK-Zfhkif65dZeyAv59FQ/o.jpg,https://www.yelp.com/biz/eric-kayser-paris-32?adjust_creative=UK7s4vpkX9H0hgrhe5u5xA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=UK7s4vpkX9H0hgrhe5u5xA,144,4.3,€,+33 1 44 07 01 42,"8 rue Monge, 75005 Paris, France",75005 Paris,Paris,FR,48.848938,2.349609,"['Bakeries', 'Sandwiches', 'Delicatessen']",False,07:00-20:00,,07:00-20:00,07:00-20:00,07:00-20:00,06:30-20:00,06:30-20:00
637,gwUjfdZH0-366ZgRcJK6gw,maison-julien-paris-3,Maison Julien,https://s3-media4.fl.yelpcdn.com/bphoto/i3PCrm_sYlnD3XBJZNanMQ/o.jpg,https://www.yelp.com/biz/maison-julien-paris-3?adjust_creative=UK7s4vpkX9H0hgrhe5u5xA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=UK7s4vpkX9H0hgrhe5u5xA,5,4.8,,+33 1 45 72 13 44,"13 rue Pierre Demours, 75017 Paris, France",75017 Paris,Paris,FR,48.880463,2.292729,['Bakeries'],False,,07:00-20:00,07:00-20:00,07:00-20:00,07:00-20:00,07:00-20:00,07:30-13:30
638,SIgX2ygdmJ5MozV9yzGYvw,ferrand-michel-paris-2,Ferrand Michel,https://s3-media3.fl.yelpcdn.com/bphoto/hlSAvZc-JqGe1hJrGaLQ8A/o.jpg,https://www.yelp.com/biz/ferrand-michel-paris-2?adjust_creative=UK7s4vpkX9H0hgrhe5u5xA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=UK7s4vpkX9H0hgrhe5u5xA,9,5.0,,+33 1 48 78 37 52,"93 rue la Fayette, 75010 Paris, France",75010 Paris,Paris,FR,48.87745,2.34932,['Bakeries'],False,06:00-20:30,06:00-20:30,06:00-20:30,06:00-20:30,06:00-20:30,06:00-14:00,
639,svuYgCsKpp9HAk10NzsjUw,la-fabrique-aux-gourmandises-paris,La Fabrique aux Gourmandises,https://s3-media1.fl.yelpcdn.com/bphoto/VMQfbyNugdmIxqQcb0IaHQ/o.jpg,https://www.yelp.com/biz/la-fabrique-aux-gourmandises-paris?adjust_creative=UK7s4vpkX9H0hgrhe5u5xA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=UK7s4vpkX9H0hgrhe5u5xA,6,4.8,€,+33 1 45 88 53 13,"82 rue de l'Amiral Mouchez, 75014 Paris, France",75014 Paris,Paris,FR,48.82109,2.34288,['Bakeries'],False,,,07:00-20:00,07:00-20:00,07:00-20:00,07:00-20:00,07:00-20:00
640,Igg7r3_r_JmNx_bu1qbSuw,laurent-dubois-paris-3,Laurent Dubois,https://s3-media4.fl.yelpcdn.com/bphoto/-D_IkFvzbZ7IvWJLFxvxOA/o.jpg,https://www.yelp.com/biz/laurent-dubois-paris-3?adjust_creative=UK7s4vpkX9H0hgrhe5u5xA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=UK7s4vpkX9H0hgrhe5u5xA,65,4.6,€€,+33 1 43 54 50 93,"47 ter boulevard Saint-Germain, 75005 Paris, France",75005 Paris,Paris,FR,48.84969,2.34952,['Cheese Shops'],False,,09:00-20:00,09:00-20:00,09:00-20:00,09:00-20:00,09:00-20:00,09:00-13:00
641,YJYZuRcVxkGdeqmTIt8wXA,boulangerie-heurtier-paris,Boulangerie Heurtier,https://s3-media3.fl.yelpcdn.com/bphoto/GxMF-xje3zMQ_WdtloGq6g/o.jpg,https://www.yelp.com/biz/boulangerie-heurtier-paris?adjust_creative=UK7s4vpkX9H0hgrhe5u5xA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=UK7s4vpkX9H0hgrhe5u5xA,53,3.9,€€,+33 1 40 27 91 97,"2 rue de la Verrerie, 75004 Paris, France",75004 Paris,Paris,FR,48.85699,2.3556499,['Bakeries'],False,07:30-21:00,07:30-21:00,07:30-21:00,07:30-21:00,07:30-21:00,07:30-21:00,07:30-21:00
642,rTPhjbcGoZjZMivl01fbpw,maison-mulot-paris,Maison Mulot,https://s3-media1.fl.yelpcdn.com/bphoto/gNV9iBjPs-Dqlml8xL5R4g/o.jpg,https://www.yelp.com/biz/maison-mulot-paris?adjust_creative=UK7s4vpkX9H0hgrhe5u5xA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=UK7s4vpkX9H0hgrhe5u5xA,169,4.1,€€,+33 1 43 26 85 77,"76 rue de Seine, 75006 Paris, France",75006 Paris,Paris,FR,48.85198,2.33694,"['Bakeries', 'Ice Cream & Frozen Yogurt', 'Chocolatiers & Shops']",True,07:00-20:00,07:00-20:00,07:00-20:00,07:00-20:00,07:00-20:00,07:00-20:00,07:00-20:00
643,lDLRGLW28kR6s8NkTz2P7g,ernest-et-valentin-paris-3,Ernest & Valentin,https://s3-media2.fl.yelpcdn.com/bphoto/rN4xnCSVc7TLBnIbV0-18g/o.jpg,https://www.yelp.com/biz/ernest-et-valentin-paris-3?adjust_creative=UK7s4vpkX9H0hgrhe5u5xA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=UK7s4vpkX9H0hgrhe5u5xA,22,4.6,€,+33 1 42 77 77 22,"42 rue Réaumur, 75003 Paris, France",75003 Paris,Paris,FR,48.86536,2.35705,['Bakeries'],False,07:00-20:00,07:00-20:00,07:00-20:00,07:00-20:00,07:00-20:00,07:30-20:00,
644,Ag1HJrTnR3V1xEAOmjeSTA,boulangerie-poilâne-paris-4,Boulangerie Poilâne,https://s3-media2.fl.yelpcdn.com/bphoto/qsshfgEJB7MKS2aKBzkOeA/o.jpg,https://www.yelp.com/biz/boulangerie-poil%C3%A2ne-paris-4?adjust_creative=UK7s4vpkX9H0hgrhe5u5xA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=UK7s4vpkX9H0hgrhe5u5xA,19,4.0,€€,+33 1 45 79 11 49,"49 bd de Grenelle, 75015 Paris, France",75015 Paris,Paris,FR,48.85165,2.29197,['Bakeries'],False,,07:30-20:00,07:30-20:00,07:30-20:00,07:30-20:00,07:30-20:00,07:30-20:00
645,r2kbxjWiU8BV7Vxn-p53Qg,boulangerie-moderne-paris-7,Boulangerie Moderne,https://s3-media3.fl.yelpcdn.com/bphoto/DUf6ozPxcNqV_lDevWbtSg/o.jpg,https://www.yelp.com/biz/boulangerie-moderne-paris-7?adjust_creative=UK7s4vpkX9H0hgrhe5u5xA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=UK7s4vpkX9H0hgrhe5u5xA,21,4.5,,+33 6 14 21 39 53,"16 rue des Fossés Saint-Jacques, 75005 Paris, France",75005 Paris,Paris,FR,48.84551,2.34422,"['Bakeries', 'Sandwiches']",False,07:00-20:00,07:00-20:00,07:00-20:00,07:00-20:00,07:00-20:00,,
646,NWdoReQAo4QJGoO0n03EsQ,aux-pains-de-la-ferme-versailles,Aux Pains de la Ferme,https://s3-media3.fl.yelpcdn.com/bphoto/SUcBumXUz2tdQ5oNW7O7wQ/o.jpg,https://www.yelp.com/biz/aux-pains-de-la-ferme-versailles?adjust_creative=UK7s4vpkX9H0hgrhe5u5xA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=UK7s4vpkX9H0hgrhe5u5xA,17,4.8,€,+33 1 39 53 52 40,"9 rue Royale, 78000 Versailles, France",78000 Versailles,Versailles,FR,48.7985717030209,2.12759088724852,"['Bakeries', 'Patisserie/Cake Shop']",False,,,,,,,
647,KmTRcc_ljWYh3MgQivo_iA,paul-paris-5,Paul,https://s3-media1.fl.yelpcdn.com/bphoto/0i23Dxr1frTMHdrSEdvPRw/o.jpg,https://www.yelp.com/biz/paul-paris-5?adjust_creative=UK7s4vpkX9H0hgrhe5u5xA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=UK7s4vpkX9H0hgrhe5u5xA,20,4.0,€,+33 1 44 59 84 39,"89 - 91 rue Saint-Antoine, 75004 Paris, France",75004 Paris,Paris,FR,48.8548,2.3624,['Bakeries'],False,07:00-20:30,07:00-20:30,07:00-20:30,07:00-20:30,07:00-20:30,07:00-20:30,
648,6eDMYcAGx_x_PAhMVJQE3Q,tout-autour-du-pain-paris,Tout Autour du Pain,https://s3-media1.fl.yelpcdn.com/bphoto/ig-pvB_dMZW3RdLmxocHcw/o.jpg,https://www.yelp.com/biz/tout-autour-du-pain-paris?adjust_creative=UK7s4vpkX9H0hgrhe5u5xA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=UK7s4vpkX9H0hgrhe5u5xA,47,4.3,€,+33 1 42 78 04 72,"134 rue de Turenne, 75003 Paris, France",75003 Paris,Paris,FR,48.86465,2.36484,['Bakeries'],False,,,,,,,
649,0DXjp5jpE22h-eL7CMz3dw,l-éclair-de-génie-paris,L'Éclair de Génie,https://s3-media3.fl.yelpcdn.com/bphoto/ckLfkZpOxOKPhVmTZAC4pA/o.jpg,https://www.yelp.com/biz/l-%C3%A9clair-de-g%C3%A9nie-paris?adjust_creative=UK7s4vpkX9H0hgrhe5u5xA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=UK7s4vpkX9H0hgrhe5u5xA,205,3.7,€€€,+33 1 42 77 85 11,"14 rue Pavée, 75004 Paris, France",75004 Paris,Paris,FR,48.8561862,2.3606095,"['Desserts', 'Patisserie/Cake Shop']",False,11:00-19:00,11:00-19:00,11:00-19:00,11:00-19:00,11:00-19:00,10:00-19:30,10:00-19:30
650,rPSGvhn6g5ZKzqC0w9gvsw,poilâne-paris-2,Poilâne,https://s3-media3.fl.yelpcdn.com/bphoto/WCdJOaStfH3EVWrVD1nNpw/o.jpg,https://www.yelp.com/biz/poil%C3%A2ne-paris-2?adjust_creative=UK7s4vpkX9H0hgrhe5u5xA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=UK7s4vpkX9H0hgrhe5u5xA,112,4.1,€€,+33 1 45 48 42 59,"8 rue du Cherche-Midi, 75006 Paris, France",75006 Paris,Paris,FR,48.8513,2.32908,['Bakeries'],False,07:00-20:30,07:00-20:30,07:00-20:30,07:00-20:30,07:00-20:30,07:00-20:30,
651,QUgI1WoNc8vxFI9ondu-xg,boris-lumé-paris-2,Boris Lumé,https://s3-media3.fl.yelpcdn.com/bphoto/0JxPnY1J1NezXksjTC2ASQ/o.jpg,https://www.yelp.com/biz/boris-lum%C3%A9-paris-2?adjust_creative=UK7s4vpkX9H0hgrhe5u5xA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=UK7s4vpkX9H0hgrhe5u5xA,12,4.8,€,+33 1 46 06 96 71,"48 rue Caulaincourt, 75018 Paris, France",75018 Paris,Paris,FR,48.88901,2.33475,['Bakeries'],False,,,07:45-20:00,07:45-20:00,07:45-20:00,07:45-20:00,07:45-19:00
652,W7G-S04SS-vxyTW4tiku4A,maison-coët-paris-2,Maison Coët,https://s3-media1.fl.yelpcdn.com/bphoto/6H5FPdzC3nurgQg5kg5wuA/o.jpg,https://www.yelp.com/biz/maison-co%C3%ABt-paris-2?adjust_creative=UK7s4vpkX9H0hgrhe5u5xA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=UK7s4vpkX9H0hgrhe5u5xA,1,5.0,,+33 1 42 45 87 94,"4 rue des Écluses Saint-Martin, 75010 Paris, France",75010 Paris,Paris,FR,48.876704,2.368521,"['Bakeries', 'Patisserie/Cake Shop']",False,06:30-20:00,06:30-20:00,06:30-20:00,06:30-20:00,06:30-20:00,,
653,Mfw4cf9EyN8K0TVMA_WsFA,chambelland-paris,Chambelland,https://s3-media3.fl.yelpcdn.com/bphoto/kNvNmornaJO4x-aiAmXRfA/o.jpg,https://www.yelp.com/biz/chambelland-paris?adjust_creative=UK7s4vpkX9H0hgrhe5u5xA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=UK7s4vpkX9H0hgrhe5u5xA,71,4.5,€€,+33 1 43 55 07 30,"14 rue Ternaux, 75011 Paris, France",75011 Paris,Paris,FR,48.8642332,2.3734243,"['Bakeries', 'Gluten-Free']",False,,09:00-20:00,09:00-20:00,09:00-20:00,09:00-20:00,09:00-20:00,09:00-20:00
654,2suGSRTAxMo86KgmZp1Amw,the-french-bastards-paris,The French Bastards,https://s3-media2.fl.yelpcdn.com/bphoto/BX8pxPDIx2gTMm04MpMnKw/o.jpg,https://www.yelp.com/biz/the-french-bastards-paris?adjust_creative=UK7s4vpkX9H0hgrhe5u5xA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=UK7s4vpkX9H0hgrhe5u5xA,26,4.7,,,"61 rue Oberkampf, 75011 Paris, France",75011 Paris,Paris,FR,48.86478,2.37277,['Bakeries'],False,,,,,,,
655,FlsbzHYDZrxiNpr2AEczCg,chez-meunier-neuilly-sur-seine-2,Chez Meunier,https://s3-media2.fl.yelpcdn.com/bphoto/1qJjU-wFN_ugkbImd3Rw7Q/o.jpg,https://www.yelp.com/biz/chez-meunier-neuilly-sur-seine-2?adjust_creative=UK7s4vpkX9H0hgrhe5u5xA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=UK7s4vpkX9H0hgrhe5u5xA,3,5.0,,,"85 avenue du Roule, 92200 Neuilly-sur-Seine, France",92200 Neuilly-sur-Seine,Neuilly-sur-Seine,FR,48.8830875,2.2741793,"['Bakeries', 'Breakfast & Brunch']",False,07:00-20:00,07:00-20:00,07:00-20:00,07:00-20:00,07:00-20:00,07:00-20:00,07:00-20:00
656,psgyozH6OXYLu-q3PAiNlw,au-pain-saint-gilles-paris,Au Pain Saint Gilles,https://s3-media4.fl.yelpcdn.com/bphoto/HfjA1SMIP5Oxwh0qOnxJcA/o.jpg,https://www.yelp.com/biz/au-pain-saint-gilles-paris?adjust_creative=UK7s4vpkX9H0hgrhe5u5xA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=UK7s4vpkX9H0hgrhe5u5xA,8,4.8,€€,,"1 bis rue Saint Gilles, 75003 Paris, France",75003 Paris,Paris,FR,48.857613,2.367484,['Bakeries'],False,,,,,,,
657,GmRqatvQBJKLcmh3ycN5EQ,boulanger-patissier-versailles,Boulanger Patissier,https://s3-media3.fl.yelpcdn.com/bphoto/GB6XdcZc3-N0HQisdxm72Q/o.jpg,https://www.yelp.com/biz/boulanger-patissier-versailles?adjust_creative=UK7s4vpkX9H0hgrhe5u5xA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=UK7s4vpkX9H0hgrhe5u5xA,10,4.7,€,,"Rue Houche, 78000 Versailles, France",78000 Versailles,Versailles,FR,48.8072977453184,2.12876169839351,['Bakeries'],False,,,,,,,
658,2p6AznL_nybxJ3m8Lc9M_A,ladurée-paris-19,Ladurée,https://s3-media2.fl.yelpcdn.com/bphoto/TRmPXXIXGRE1r_zCAjYO3Q/o.jpg,https://www.yelp.com/biz/ladur%C3%A9e-paris-19?adjust_creative=UK7s4vpkX9H0hgrhe5u5xA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=UK7s4vpkX9H0hgrhe5u5xA,1654,4.0,€€,+33 1 40 75 08 75,"75 avenue des Champs-Élysées, 75008 Paris, France",75008 Paris,Paris,FR,48.870838,2.303188,"['Macarons', 'Tea Rooms']",False,07:30-23:00,07:30-23:00,07:30-23:00,07:30-23:00,07:30-23:00,07:30-00:00,07:30-22:00
659,zGRXM9ez-mdmlfsyTv_l6A,yann-couvreur-paris,Yann Couvreur,https://s3-media2.fl.yelpcdn.com/bphoto/58br9xa6KIfV8ZSxvI3ayg/o.jpg,https://www.yelp.com/biz/yann-couvreur-paris?adjust_creative=UK7s4vpkX9H0hgrhe5u5xA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=UK7s4vpkX9H0hgrhe5u5xA,38,4.3,€€,+33 6 05 97 63 01,"137 avenue Parmentier, 75010 Paris, France",75010 Paris,Paris,FR,48.8701001,2.370796,['Patisserie/Cake Shop'],False,08:00-20:00,08:00-20:00,08:00-20:00,08:00-20:00,08:00-20:00,08:00-20:00,08:00-20:00
660,mbCkKg0EIsN0rfOPwT8iBQ,sacha-finkelsztajn-la-boutique-jaune-paris-2,Sacha Finkelsztajn - La Boutique Jaune,https://s3-media2.fl.yelpcdn.com/bphoto/zP7qktRT-lvhLL81Bp2NhA/o.jpg,https://www.yelp.com/biz/sacha-finkelsztajn-la-boutique-jaune-paris-2?adjust_creative=UK7s4vpkX9H0hgrhe5u5xA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=UK7s4vpkX9H0hgrhe5u5xA,72,4.2,€€,+33 1 42 72 78 91,"27 rue des Rosiers, 75004 Paris, France",75004 Paris,Paris,FR,48.8576151175897,2.35847755092618,"['Bakeries', 'Patisserie/Cake Shop', 'Caterers']",False,,,10:00-19:00,10:00-19:00,10:00-19:30,10:00-19:30,10:00-19:30
661,gXNdjDJV7xwspjsmqm9Qug,josephine-bakery-paris,Josephine Bakery,https://s3-media3.fl.yelpcdn.com/bphoto/2hkuc1RgIre1xHc7z177fA/o.jpg,https://www.yelp.com/biz/josephine-bakery-paris?adjust_creative=UK7s4vpkX9H0hgrhe5u5xA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=UK7s4vpkX9H0hgrhe5u5xA,32,4.2,€,+33 1 42 60 20 39,"42 rue Jacob, 75006 Paris, France",75006 Paris,Paris,FR,48.855771,2.333411,"['Bakeries', 'Patisserie/Cake Shop']",False,07:30-20:00,07:30-20:00,07:30-20:00,07:30-20:00,07:30-20:00,,
662,eGCOLdyoCADqY0Ku-eAWzg,maison-carton-paris,Maison Carton,https://s3-media3.fl.yelpcdn.com/bphoto/uhaICf9HBXnx7BpxLCJRvg/o.jpg,https://www.yelp.com/biz/maison-carton-paris?adjust_creative=UK7s4vpkX9H0hgrhe5u5xA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=UK7s4vpkX9H0hgrhe5u5xA,5,5.0,,+33 1 45 26 95 61,"6 boulevard de Denain, 75010 Paris, France",75010 Paris,Paris,FR,48.8791269,2.354601,['Bakeries'],False,06:00-20:00,06:00-20:00,06:00-20:00,06:00-20:00,06:00-20:00,06:00-14:00,
663,hOLjmbvoVVL_2t9U4ODbvQ,laurent-dheilly-paris,Laurent Dheilly,https://s3-media1.fl.yelpcdn.com/bphoto/fmfneVBnJLhTMtc6gtcRFw/o.jpg,https://www.yelp.com/biz/laurent-dheilly-paris?adjust_creative=UK7s4vpkX9H0hgrhe5u5xA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=UK7s4vpkX9H0hgrhe5u5xA,13,4.4,€€,+33 1 42 33 45 14,"6 rue des Halles, 75001 Paris, France",75001 Paris,Paris,FR,48.86006,2.34644,"['Bakeries', 'Patisserie/Cake Shop']",False,08:00-20:00,08:00-20:00,08:00-20:00,08:00-20:00,08:00-19:30,09:00-19:00,
664,55Nq4tNoMAfiqaM9ufsL6w,des-gâteaux-et-du-pain-paris-3,Des Gâteaux et du Pain,https://s3-media4.fl.yelpcdn.com/bphoto/StAnlJTiYXpWuVq9AHwwXw/o.jpg,https://www.yelp.com/biz/des-g%C3%A2teaux-et-du-pain-paris-3?adjust_creative=UK7s4vpkX9H0hgrhe5u5xA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=UK7s4vpkX9H0hgrhe5u5xA,68,3.8,€€€,+33 1 45 38 94 29,"63 boulevard Pasteur, 75015 Paris, France",75015 Paris,Paris,FR,48.84126,2.31452,['Bakeries'],False,09:00-20:00,,09:00-20:00,09:00-20:00,09:00-20:00,09:00-20:00,09:00-18:00
665,6i5AjxkcH0p6g9GfNBXBDw,liberté-paris-7,Liberté,https://s3-media3.fl.yelpcdn.com/bphoto/xOt3ttxjgkQS-e-TnHNxvQ/o.jpg,https://www.yelp.com/biz/libert%C3%A9-paris-7?adjust_creative=UK7s4vpkX9H0hgrhe5u5xA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=UK7s4vpkX9H0hgrhe5u5xA,50,3.8,€€,+33 1 42 05 51 76,"39 rue Vinaigriers, 75010 Paris, France",75010 Paris,Paris,FR,48.8731099,2.36163,['Bakeries'],False,07:30-20:30,07:30-20:30,07:30-20:30,07:30-20:30,07:30-20:30,08:30-20:30,
666,iDCS19GIMUNeothzRO8CdQ,terroirs-d-avenir-paris-2,Terroirs d'Avenir,https://s3-media4.fl.yelpcdn.com/bphoto/kyrKsAN0TG-0scQpUTFi1Q/o.jpg,https://www.yelp.com/biz/terroirs-d-avenir-paris-2?adjust_creative=UK7s4vpkX9H0hgrhe5u5xA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=UK7s4vpkX9H0hgrhe5u5xA,4,4.3,,,"3 rue du Nil, 75002 Paris, France",75002 Paris,Paris,FR,48.86777,2.34809,['Bakeries'],False,,09:30-20:00,09:30-20:00,09:30-20:00,09:30-20:00,09:30-19:30,09:30-13:30
667,jJx7Ut2K5xWMQRTYrK8aww,maison-du-petit-four-paris,Maison du petit four,https://s3-media1.fl.yelpcdn.com/bphoto/bE0hV0triLEnVxA1_0LzYw/o.jpg,https://www.yelp.com/biz/maison-du-petit-four-paris?adjust_creative=UK7s4vpkX9H0hgrhe5u5xA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=UK7s4vpkX9H0hgrhe5u5xA,1,5.0,,+33 1 45 85 08 09,"37-41 rue Louise Weiss, 75013 Paris, France",75013 Paris,Paris,FR,48.8344171,2.3694809,"['Bakeries', 'Caterers']",False,09:00-18:00,09:00-18:00,09:00-18:00,09:00-18:00,09:00-18:00,09:00-18:00,
668,fohJSwmrbfqhLP4UscQ6tQ,le-pain-retrouvé-paris,Le Pain Retrouvé,https://s3-media1.fl.yelpcdn.com/bphoto/S0rYSoNtPzkHE3IBN7t0Qw/o.jpg,https://www.yelp.com/biz/le-pain-retrouv%C3%A9-paris?adjust_creative=UK7s4vpkX9H0hgrhe5u5xA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=UK7s4vpkX9H0hgrhe5u5xA,7,4.6,,+33 1 42 57 67 42,"60 rue Duhesme, 75018 Paris, France",75018 Paris,Paris,FR,48.89309,2.3424299,['Bakeries'],False,,07:00-20:30,07:00-20:30,07:00-20:30,07:00-20:30,07:00-20:30,07:00-13:30
669,BcKin4TszJyUPVpM6-Hn4Q,carré-pain-de-mie-paris,Carré Pain de Mie,https://s3-media2.fl.yelpcdn.com/bphoto/M4PBYXQ6fGI0stcG6plA0w/o.jpg,https://www.yelp.com/biz/carr%C3%A9-pain-de-mie-paris?adjust_creative=UK7s4vpkX9H0hgrhe5u5xA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=UK7s4vpkX9H0hgrhe5u5xA,17,4.3,,+33 1 44 54 92 73,"5 rue Rambuteau, 75004 Paris, France",75004 Paris,Paris,FR,48.86022,2.35638,['Bakeries'],False,,10:00-19:00,10:00-19:00,10:00-19:00,10:00-19:00,10:00-19:00,10:00-19:00
670,HsfBG7o2KbYVEuP1NzZe9Q,eric-kayser-paris-19,Eric Kayser,https://s3-media3.fl.yelpcdn.com/bphoto/cCb9wYGXqO6APbySo8G_mg/o.jpg,https://www.yelp.com/biz/eric-kayser-paris-19?adjust_creative=UK7s4vpkX9H0hgrhe5u5xA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=UK7s4vpkX9H0hgrhe5u5xA,76,3.8,€€,+33 1 40 15 01 31,"4 rue de l'Echelle, 75001 Paris, France",75001 Paris,Paris,FR,48.8636240129141,2.33409101177985,"['Bakeries', 'Delicatessen', 'Sandwiches']",False,07:00-20:30,07:00-20:30,07:00-20:30,07:00-20:30,07:00-20:30,07:00-20:30,07:00-20:30
671,by42SobBkZWppdGraLmiWA,boulangerie-pâtisserie-raspail-paris,Boulangerie - Pâtisserie Raspail,https://s3-media1.fl.yelpcdn.com/bphoto/wqf5QHQ4taNJ0XacL3vX2g/o.jpg,https://www.yelp.com/biz/boulangerie-p%C3%A2tisserie-raspail-paris?adjust_creative=UK7s4vpkX9H0hgrhe5u5xA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=UK7s4vpkX9H0hgrhe5u5xA,1,5.0,,+33 1 43 26 50 94,"145 boulevard Raspail, 75006 Paris, France",75006 Paris,Paris,FR,48.84227,2.32972,"['Bakeries', 'Sandwiches']",False,,,,,,,
